id_factura,id_orden,uuid,fecha_timbrado
1,3,d97d8e74-e983-45a0-8899-48471fe44c31,2026-09-17 05:40:28
2,5,0448085d-a432-455f-b2bd-28922d3535ff,2026-09-17 10:46:28
3,6,ed2bebe5-c431-485e-9e9c-2246ea5d68ba,2026-09-16 21:05:28
4,9,63cc62a6-52a9-4a3b-82ff-9eed2a5f3e6a,2026-09-17 16:22:28
5,10,f745adcf-9347-4b8e-9d74-e181999b3945,2026-09-17 08:14:28
6,12,5a044adb-a422-4839-9593-7361823db582,2026-09-17 13:28:28
7,29,11139b38-9b79-4fd8-9c07-1420d5ab14be,2026-09-16 22:59:28
8,32,19f61368-c6dc-4d2e-96a7-b5bc3badc11b,2026-09-17 20:23:28
9,33,f430934a-3d9f-47ab-86e7-58f630a74bfa,2026-09-17 10:01:28
10,34,8c5012de-7c83-491e-990e-031d6f5300be,2026-09-16 23:19:28
11,36,8232000a-820d-46a9-b078-37f0893abea6,2026-09-17 14:52:28
12,41,05c7c0e2-ac8e-4ec7-8b5d-3da82a5db1b8,2026-09-17 19:06:28
13,44,988011b2-2d81-4368-afcc-e7ef9a9a1afc,2026-09-17 10:14:28
14,47,250ad28b-2df1-4332-84fd-79504c45ad13,2026-09-17 16:06:28
15,48,de15e2e7-75ff-4d95-9e0a-cc9c0c0db32f,2026-09-17 10:30:28
16,49,04f84daa-e42c-420a-9474-f745ce8b458e,2026-09-17 10:58:28
17,52,51a4ca25-a23c-4814-9711-92f267aeb0bb,2026-09-17 14:51:28
18,55,12672077-65c0-46d8-b46e-abe087f40829,2026-09-17 15:58:28
19,57,980aafe6-3c12-4c1d-b073-7d79fd1b03e6,2026-09-16 22:31:28
20,59,59bde0b7-553a-4a8e-9135-3155d56be309,2026-09-17 08:03:28
21,64,b9abcff0-a5f4-4fb2-b069-8f0fb1e30344,2026-09-17 13:36:28
22,66,d6caaf29-00dc-4119-bcd3-17d5d49aaceb,2026-09-16 21:42:28
23,71,953c7e51-1236-43fb-aab7-642526c3d1c2,2026-09-17 12:12:28
24,73,1c751fa5-bdff-418c-aec3-72e875c079f7,2026-09-17 05:43:28
25,75,ae7a1cf9-b5c4-487e-8dd4-6bb853169c6a,2026-09-17 17:40:28
26,79,fe2167b5-2356-43d6-b4bf-ceca4a69fd97,2026-09-17 19:25:28
27,86,6a75381b-c063-45cc-b662-9eddf367afce,2026-09-16 22:04:28
28,90,4f3a6910-ccf1-415f-a128-083902ad4815,2026-09-17 01:53:28
29,92,50919df7-3255-412d-8fbe-01c493faadd8,2026-09-17 08:45:28
30,97,90524640-f3c3-4e49-8638-c860370f0a21,2026-09-17 10:49:28
31,99,504f7998-bce1-4326-92be-05eb6d516af9,2026-09-17 04:38:28
32,101,939ad221-e162-4033-84c2-8da18735ca21,2026-09-17 09:37:28
33,105,57874640-fff0-46b9-b598-dcf1ad4bc358,2026-09-17 06:55:28
34,106,987c6f52-4622-4e5c-8f67-9060448a4889,2026-09-17 10:32:28
35,107,9af84628-c370-4727-b294-0883f7407142,2026-09-17 08:18:28
36,108,d5de4deb-a140-49ab-99d2-571da5d0ec50,2026-09-16 21:51:28
37,111,c962e126-3a96-456c-8f0d-6aef8aed0ee0,2026-09-17 07:58:28
38,113,4945bbfe-c127-4af6-993d-475100934c94,2026-09-16 23:27:28
39,118,d0458947-7f5b-41b9-9451-9e91558f9844,2026-09-16 21:38:28
40,119,b88984e3-ea14-4598-b2ad-1943bc2515e1,2026-09-17 00:12:28
41,130,adf5b43d-cd00-4cc1-b02d-cba5b0226f11,2026-09-17 12:21:28
42,137,7baad261-fc8f-4134-9fd7-7eb38e2bfa92,2026-09-17 01:25:28
43,142,c1e7b600-0b70-47e7-b432-99806db4a78b,2026-09-16 23:21:28
44,145,798593f6-3f86-44eb-8c63-948966efce6c,2026-09-17 04:18:28
45,159,ddcb0c2c-1984-4c6a-8351-1e990f2b0503,2026-09-17 11:08:28
46,161,4a700773-1678-40ad-9760-28d5ae8a7a99,2026-09-17 04:30:28
47,167,70a1ae04-35f8-492f-9c80-9a037ebd8768,2026-09-16 20:02:28
48,175,a65caffd-08b1-459b-ae93-62794c93563b,2026-09-17 12:41:28
49,180,51502e96-4592-4a6a-a01a-04f38fc9c1ad,2026-09-16 21:45:28
50,183,92a190dc-bd2b-4f7d-b860-a30b5fa2e00e,2026-09-17 10:43:28
51,188,ec68612b-0a96-4032-b3a9-b083261074f8,2026-09-17 18:19:28
52,189,16a6d120-2117-41d9-adb6-63fcea5de834,2026-09-17 06:53:28
53,190,719bbf7e-d6c8-4959-b77a-8ab7acfd41f8,2026-09-16 20:58:28
54,191,d86b1bd9-dab8-4099-9bbb-9ab459a9e83d,2026-09-17 11:59:28
55,192,080c57d2-fd2c-4a1f-84d4-06641375bde7,2026-09-17 17:07:28
56,198,db5b98da-3211-44d6-be57-e703640434b0,2026-09-16 21:59:28
57,199,ee307aa0-8e1e-4bcc-b49b-7cb0d9255aa2,2026-09-17 18:06:28
