id_factura,id_orden,uuid,fecha_timbrado
272,807,fac69894-edb9-485d-824c-76fc4111f1f5,2026-09-17 19:47:59
273,809,e6768dbc-64ce-4f4a-9d01-726a57a6b37c,2026-09-18 19:17:59
274,816,e5bd5948-2e8f-4b22-99f3-36ac58451cea,2026-09-18 05:05:59
275,819,9a0f6012-cff1-480f-9a06-83c89ef7902a,2026-09-18 11:34:59
276,820,fa85229d-c248-4ace-ab5c-0792430bfa22,2026-09-17 20:05:59
277,822,36893729-aa94-44b6-8d1a-411a33f9f163,2026-09-18 12:51:59
278,828,561e6178-76da-427e-af95-83bf4e8513f9,2026-09-18 06:46:59
279,829,1e30ac0e-7189-41e0-92dc-d619daf941dd,2026-09-18 11:07:59
280,832,155e9861-0b0d-47bb-ad00-c3d9da31449d,2026-09-18 05:39:59
281,835,60198a0b-348b-4b2b-8d43-fe1c799b3c69,2026-09-18 15:35:59
282,836,927e543a-4e48-4c7f-92b7-1686f15d6a97,2026-09-18 20:45:59
283,840,6ebf8343-45dc-4796-9af1-0c31b55a316b,2026-09-17 23:03:59
284,842,53faf6d9-ff61-40b8-a001-2f8feac77cd8,2026-09-18 13:29:59
285,843,50bdb324-c54c-4696-a4f4-a4015e28c8f0,2026-09-18 08:46:59
286,844,7012bbc6-a6e5-48dc-a619-d3b3994ac58a,2026-09-18 15:07:59
287,846,b7254056-2e23-4712-8cae-01c29f79bf6e,2026-09-18 00:52:59
288,848,70d7eb78-06c4-498b-9370-7dd7d0a3d55d,2026-09-18 12:20:59
289,849,72809dfa-9622-47c7-8bf8-d2dc97b38ac9,2026-09-17 22:43:59
290,851,e8f12972-3e1b-4633-8d1d-38695335706e,2026-09-17 21:04:59
291,854,887ecfc1-7c81-4e99-93f8-f457822d1147,2026-09-17 23:52:59
292,856,fa924b7f-260d-4e61-ab7b-ce2f7b545b99,2026-09-18 05:17:59
293,860,cbd78cd4-fa06-476d-aca2-1ff85c16b2f6,2026-09-18 00:52:59
294,863,26aae2b3-a0aa-4327-a643-022e1b251fad,2026-09-18 12:35:59
295,865,b5f44d7d-78c2-4a70-b7b6-6afad371de97,2026-09-18 08:30:59
296,868,e8848d16-41f5-4437-974f-7a5f13c1a313,2026-09-18 02:55:59
297,869,6d682854-9198-49f1-8554-a05455138b3b,2026-09-18 19:16:59
298,872,84dbf7d4-529a-4583-bbf6-e7f124dd0d57,2026-09-18 00:48:59
299,873,32364cbb-75b7-4fba-ba43-344b2523e867,2026-09-17 22:29:59
300,874,323e9311-a152-4f58-a042-507e96a1cc41,2026-09-18 07:31:59
301,875,96070165-d61e-4590-bdfa-0d65af19fbde,2026-09-18 20:41:59
302,876,afe81c8d-7d06-47d2-8696-fece3d646eb8,2026-09-18 07:08:59
303,877,acb12c61-eba7-454b-8767-fffe8407a267,2026-09-18 07:50:59
304,881,c34a3cfd-5d35-404e-88a3-fd5c3b1d71d0,2026-09-18 02:26:59
305,884,896b3db6-2bf2-41a7-acc3-8662151fc951,2026-09-18 04:12:59
306,894,c2fe16c4-11c2-4e44-9cb1-8a08684f7351,2026-09-18 14:03:59
307,896,f41c4b7f-bdd6-4f6c-9c01-25e00ef9274e,2026-09-18 16:55:59
308,898,7bf7ab66-1c68-44b0-99c1-078b39be7c0d,2026-09-18 01:57:59
309,900,1d753ec6-cf72-4697-af0b-5417d44b4588,2026-09-18 00:15:59
310,901,1f3cf26f-45b3-4f5f-bf2f-853f847d1fd0,2026-09-18 08:01:59
311,907,dbf77776-46fb-4d3c-a435-21e2ed48bb2b,2026-09-17 23:29:59
312,910,579a21f2-8db5-4b22-9da6-4ad579898ef7,2026-09-18 02:20:59
313,911,d75f1100-d813-4ae6-974e-fabcbe49ab15,2026-09-18 11:24:59
314,912,5bef548a-ef77-44a7-9cc0-3a8f801b2b26,2026-09-18 01:25:59
315,913,df72e905-b8b0-486c-b015-48e99229e98e,2026-09-18 03:49:59
316,914,8bb0c7d0-0b7d-4e1a-9054-ccf34ddfecc4,2026-09-18 14:52:59
317,919,de779355-5f4e-40b2-b411-cbef380adb3e,2026-09-18 17:26:59
318,926,e987356c-608d-4189-b567-872029bd002e,2026-09-18 05:09:59
319,932,bf68ed8c-9601-4c66-a66e-51ab1303e55b,2026-09-17 23:47:59
320,934,3fe9f1a7-146f-4f29-a1d5-77d999e5c4b0,2026-09-18 13:34:59
321,947,4bb86604-2430-47b3-8f9d-6dd2f42341ff,2026-09-18 12:36:59
322,948,ecd6c0e3-cfc6-4a36-bbef-f70fd6fedca9,2026-09-18 10:12:59
323,951,e59abc61-98fa-4e93-a94b-59d7418fe616,2026-09-18 00:23:59
324,952,1dc062e9-ecd7-4168-8529-e25015e40c5c,2026-09-18 12:34:59
325,953,f08e6aed-6da8-4478-93d5-e44f288cb217,2026-09-18 12:46:59
326,958,5b0cf646-31b3-4b49-8685-ec4fb16e37c9,2026-09-17 22:09:59
327,961,b8cd6584-cfd5-4f4e-b85c-3ba43c18d88f,2026-09-18 05:57:59
328,963,ab1a4b2d-a5a4-4328-8afb-ce24ee08b83e,2026-09-17 23:36:59
329,964,59fe04d0-c2ac-43e8-b1de-9c064e4bc6e8,2026-09-18 04:41:59
330,969,d97e7d49-e528-47b8-a4d3-cf35936be3e2,2026-09-18 12:46:59
331,970,26753010-eb29-4b50-8078-3fb4db813e2f,2026-09-17 20:55:59
332,974,59bb0708-b146-438b-ae64-a01eff14af10,2026-09-17 23:29:59
333,976,e1996b4c-47af-47c1-8816-fbd9d48e3f43,2026-09-18 00:37:59
334,983,a4afe370-e55b-41b3-b95c-ccb3d746f35d,2026-09-18 02:04:59
335,984,d304676a-c989-4fc3-8a63-b283244341af,2026-09-18 03:27:59
336,988,ec0de68b-5176-4d68-85ee-b0e75efb93e6,2026-09-17 19:18:59
337,991,a554753e-0717-45a1-9478-afa9b085151c,2026-09-18 19:07:59
338,992,771992b7-5302-465d-bfcd-d306b1573784,2026-09-18 11:14:59
339,995,1518b7f5-722f-4a52-9cb0-28134250aaea,2026-09-18 01:56:59
