id_orden,id_cliente,id_empleado,id_sucursal,fecha_hora,subtotal,iva,total,metodo_pago,estatus
201,13,5,2,2026-09-18 14:19:32,14950.0,2392.0,17342.0,Tarjeta de Crédito,Pagada
202,40,17,2,2026-09-18 09:35:32,50544.0,8087.04,58631.04,Transferencia,Pagada
203,5,11,1,2026-09-18 09:26:32,45880.0,7340.8,53220.8,Tarjeta de Débito,Pagada
204,31,3,1,,2100.0,336.0,2436.0,Efectivo,Pagada
205,33,7,2,2026-09-18 11:13:32,18900.0,3024.0,21924.0,Transferencia,Pagada
206,5,17,2,2026-09-18 07:27:32,20888.0,3342.08,24230.08,Transferencia,Pagada
207,2,7,2,2026-09-18 16:21:32,5526.0,884.16,6410.16,Tarjeta de Débito,Pagada
208,48,9,1,2026-09-18 10:44:32,7043.0,1126.88,8169.88,Tarjeta de Débito,Pagada
209,2,18,2,2026-09-18 11:51:32,9400.0,1504.0,10904.0,Efectivo,Pagada
210,42,12,1,2026-09-18 07:11:32,34444.0,5511.04,39955.04,Transferencia,Pagada
211,10,11,1,2026-09-18 03:52:32,900.0,144.0,1044.0,Tarjeta de Crédito,Pagada
212,8,12,1,2026-09-17 23:44:32,45900.0,7344.0,53244.0,Tarjeta de Crédito,Pagada
213,38,17,2,2026-09-18 07:29:32,4029.0,644.64,4673.64,Tarjeta de Crédito,Pagada
214,36,11,1,2026-09-18 13:34:32,12700.0,2032.0,14732.0,Efectivo,Pagada
215,6,18,2,2026-09-18 05:51:32,13300.0,2128.0,15428.0,Transferencia,Pagada
216,41,3,1,2026-09-18 03:34:32,20700.0,3312.0,24012.0,Transferencia,Pagada
217,31,3,1,2026-09-18 14:11:32,8080.0,1292.8,9372.8,Efectivo,Pagada
218,50,12,1,2026-09-18 08:45:32,16436.0,2629.76,19065.76,Efectivo,Pagada
219,50,11,1,2026-09-18 11:34:32,5950.0,952.0,6902.0,Efectivo,Pagada
220,5,11,1,2026-09-18 15:09:32,50439.0,8070.24,58509.24,Tarjeta de Crédito,Pagada
221,2,9,1,2026-09-18 07:41:32,21100.0,3376.0,24476.0,Transferencia,Pagada
222,49,12,1,2026-09-18 14:04:32,2496.0,399.36,2895.36,Tarjeta de Crédito,Pagada
223,10,7,2,2026-09-18 12:32:32,11044.0,1767.04,12811.04,Tarjeta de Débito,Pagada
224,39,7,2,2026-09-18 03:32:32,8900.0,1424.0,10324.0,Transferencia,Pagada
225,14,11,1,2026-09-18 02:15:32,9344.0,1495.04,10839.04,Tarjeta de Crédito,Pagada
226,4,2,2,,15637.0,2501.92,18138.92,Tarjeta de Débito,Pagada
227,33,9,1,2026-09-18 00:40:32,6648.0,1063.68,7711.68,Tarjeta de Crédito,Pagada
228,15,4,2,2026-09-17 21:50:32,3373.0,539.68,3912.68,Tarjeta de Crédito,Pagada
229,19,17,2,2026-09-18 07:02:32,3327.0,532.32,3859.32,Transferencia,Pagada
230,15,4,2,2026-09-18 06:56:32,37350.0,5976.0,43326.0,Tarjeta de Crédito,Pagada
231,37,12,1,2026-09-17 18:48:32,6637.1,1061.94,7699.04,Efectivo,Pendiente
232,39,9,1,2026-09-17 23:11:32,5079.0,812.64,5891.64,Transferencia,Cancelada
233,30,15,2,2026-09-18 16:00:32,32797.0,5247.52,38044.52,Tarjeta de Débito,Cancelada
234,4,16,2,2026-09-18 06:01:32,18644.0,2983.04,21627.04,Tarjeta de Débito,Pagada
235,11,12,1,2026-09-18 11:54:32,7236.0,1157.76,8393.76,Transferencia,Pagada
236,32,9,1,2026-09-18 15:31:32,89235.0,14277.6,103512.6,Tarjeta de Débito,Pagada
237,37,13,2,2026-09-18 13:40:32,15286.0,2445.76,17731.76,Tarjeta de Crédito,Pagada
238,13,16,2,2026-09-18 06:33:32,28927.1,4628.34,33555.44,Tarjeta de Crédito,Pagada
239,19,12,1,2026-09-18 07:52:32,32595.0,5215.2,37810.2,Tarjeta de Débito,Pagada
240,17,3,1,2026-09-18 06:48:32,41093.0,6574.88,47667.88,Tarjeta de Crédito,Pagada
241,3,9,1,2026-09-18 11:01:32,3450.0,552.0,4002.0,Efectivo,Pagada
242,38,15,2,2026-09-18 10:43:32,19629.1,3140.66,22769.76,Tarjeta de Crédito,Pagada
243,23,18,2,2026-09-18 14:04:32,58394.0,9343.04,67737.04,Tarjeta de Débito,Pagada
244,25,13,2,2026-09-17 20:52:32,4678.0,748.48,5426.48,Transferencia,Pagada
245,48,11,1,2026-09-18 06:52:32,12350.0,1976.0,14326.0,Transferencia,Pagada
246,8,3,1,2026-09-17 20:30:32,585.0,93.6,678.6,Tarjeta de Crédito,Cancelada
247,4,16,2,2026-09-17 18:17:32,6395.0,1023.2,7418.2,Tarjeta de Crédito,Pagada
248,42,12,1,2026-09-17 20:10:32,5650.0,904.0,6554.0,Transferencia,Pagada
249,31,12,1,2026-09-18 00:15:32,3000.0,480.0,3480.0,Efectivo,Pagada
250,34,12,1,2026-09-18 11:37:32,9532.0,1525.12,11057.12,Transferencia,Pagada
251,36,9,1,2026-09-18 01:57:32,45000.0,7200.0,52200.0,Transferencia,Pagada
252,11,4,2,2026-09-18 04:29:32,594.0,95.04,689.04,Tarjeta de Crédito,Pagada
253,13,5,2,2026-09-18 10:15:32,4350.0,696.0,5046.0,Tarjeta de Débito,Pagada
254,47,4,2,2026-09-18 01:48:32,46800.0,7488.0,54288.0,Tarjeta de Crédito,Pagada
255,25,2,2,2026-09-17 19:57:32,33000.0,5280.0,38280.0,Transferencia,Pagada
256,28,11,1,2026-09-18 02:30:32,5200.0,832.0,6032.0,Tarjeta de Débito,Pagada
257,5,3,1,2026-09-18 07:11:32,3350.0,536.0,3886.0,Tarjeta de Débito,Pagada
258,34,2,2,2026-09-18 07:44:32,2100.0,336.0,2436.0,Tarjeta de Débito,Pagada
259,48,11,1,2026-09-18 11:19:32,1395.0,223.2,1618.2,Efectivo,Pagada
260,16,16,2,2026-09-18 05:11:32,53050.0,8488.0,61538.0,Tarjeta de Crédito,Pagada
261,4,11,1,2026-09-18 15:58:32,17248.0,2759.68,20007.68,Tarjeta de Crédito,Pagada
262,29,17,2,2026-09-18 06:39:32,11423.0,1827.68,13250.68,Transferencia,Pagada
263,13,9,1,2026-09-18 02:59:32,10093.0,1614.88,11707.88,Transferencia,Pagada
264,26,12,1,2026-09-18 02:53:32,53990.0,8638.4,62628.4,Efectivo,Pagada
265,42,15,2,2026-09-18 11:13:32,128450.0,20552.0,149002.0,Tarjeta de Débito,Pagada
266,2,11,1,2026-09-18 00:37:32,891.0,142.56,1033.56,Efectivo,Pagada
267,15,3,1,2026-09-17 22:36:32,8350.0,1336.0,9686.0,Tarjeta de Crédito,Pagada
268,6,11,1,2026-09-18 00:29:32,7250.0,1160.0,8410.0,Transferencia,Pagada
269,46,9,1,2026-09-18 02:01:32,24550.0,3928.0,28478.0,Transferencia,Pagada
270,47,12,1,2026-09-17 20:46:32,8635.0,1381.6,10016.6,Tarjeta de Crédito,Cancelada
271,19,18,2,2026-09-17 21:33:32,700.0,112.0,812.0,Tarjeta de Crédito,Pagada
272,35,11,1,2026-09-18 03:21:32,12195.0,1951.2,14146.2,Tarjeta de Crédito,Pagada
273,22,3,1,2026-09-17 19:30:32,32800.0,5248.0,38048.0,Tarjeta de Débito,Pagada
274,43,11,1,2026-09-18 12:47:32,25785.0,4125.6,29910.6,Tarjeta de Débito,Pagada
275,38,11,1,2026-09-18 17:07:32,4500.0,720.0,5220.0,Tarjeta de Crédito,Pagada
276,2,15,2,2026-09-17 19:11:32,9800.0,1568.0,11368.0,Tarjeta de Débito,Pagada
277,35,16,2,2026-09-18 03:49:32,26300.0,4208.0,30508.0,Efectivo,Pagada
278,4,3,1,,9479.0,1516.64,10995.64,Transferencia,Pagada
279,21,7,2,,3250.0,520.0,3770.0,Tarjeta de Crédito,Pagada
280,6,9,1,2026-09-18 10:27:32,8700.0,1392.0,10092.0,Tarjeta de Débito,Pagada
281,2,13,2,2026-09-17 18:00:32,36841.0,5894.56,42735.56,Tarjeta de Crédito,Pagada
282,22,15,2,2026-09-18 15:31:32,56185.0,8989.6,65174.6,Efectivo,Pagada
283,43,3,1,2026-09-17 19:39:32,16440.0,2630.4,19070.4,Tarjeta de Débito,Cancelada
284,21,12,1,2026-09-18 10:50:32,5540.0,886.4,6426.4,Tarjeta de Crédito,Pagada
285,12,3,1,2026-09-18 16:03:32,5742.0,918.72,6660.72,Efectivo,Pagada
286,48,7,2,2026-09-18 14:54:32,6300.0,1008.0,7308.0,Efectivo,Pagada
287,13,5,2,2026-09-18 02:47:32,6000.0,960.0,6960.0,Transferencia,Pendiente
288,11,4,2,2026-09-17 17:27:32,42191.0,6750.56,48941.56,Tarjeta de Crédito,Pagada
289,22,3,1,2026-09-18 07:00:32,2490.0,398.4,2888.4,Tarjeta de Crédito,Pagada
290,31,11,1,2026-09-18 06:24:32,10698.0,1711.68,12409.68,Tarjeta de Débito,Pagada
291,12,4,2,2026-09-18 08:59:32,2241.0,358.56,2599.56,Tarjeta de Débito,Cancelada
292,31,11,1,2026-09-18 07:42:32,24750.0,3960.0,28710.0,Efectivo,Pagada
293,22,10,2,2026-09-18 01:17:32,4900.0,784.0,5684.0,Efectivo,Cancelada
294,2,12,1,2026-09-17 19:54:32,44200.0,7072.0,51272.0,Transferencia,Pagada
295,27,13,2,2026-09-18 16:48:32,1400.0,224.0,1624.0,Transferencia,Pendiente
296,45,5,2,2026-09-18 03:53:32,6976.0,1116.16,8092.16,Tarjeta de Débito,Pagada
297,18,11,1,2026-09-17 22:59:32,7900.0,1264.0,9164.0,Efectivo,Pendiente
298,20,9,1,2026-09-18 11:33:32,5450.0,872.0,6322.0,Tarjeta de Crédito,Pagada
299,39,11,1,2026-09-18 05:49:32,9588.0,1534.08,11122.08,Transferencia,Pagada
300,49,2,2,2026-09-18 04:53:32,16838.0,2694.08,19532.08,Efectivo,Pagada
301,1,4,2,2026-09-18 17:18:32,900.0,144.0,1044.0,Tarjeta de Crédito,Cancelada
302,38,17,2,2026-09-17 21:40:32,6179.0,988.64,7167.64,Efectivo,Pagada
303,19,16,2,2026-09-17 22:43:32,105000.0,16800.0,121800.0,Efectivo,Pagada
304,32,12,1,2026-09-17 17:59:32,8148.0,1303.68,9451.68,Efectivo,Pagada
305,50,12,1,2026-09-17 23:38:32,6930.0,1108.8,8038.8,Efectivo,Pagada
306,11,9,1,2026-09-18 00:10:32,3988.0,638.08,4626.08,Transferencia,Pagada
307,40,9,1,2026-09-17 17:47:32,36450.0,5832.0,42282.0,Tarjeta de Débito,Pagada
308,13,9,1,2026-09-18 04:59:32,700.0,112.0,812.0,Efectivo,Pagada
309,4,7,2,2026-09-18 00:00:32,1500.0,240.0,1740.0,Tarjeta de Crédito,Pendiente
310,4,13,2,2026-09-18 00:57:32,13095.0,2095.2,15190.2,Transferencia,Pagada
311,5,3,1,2026-09-18 10:16:32,14750.0,2360.0,17110.0,Efectivo,Pagada
312,50,12,1,2026-09-18 09:01:32,28723.0,4595.68,33318.68,Efectivo,Pagada
313,41,9,1,2026-09-18 00:00:32,36939.0,5910.24,42849.24,Transferencia,Pagada
314,11,5,2,2026-09-17 23:31:32,7645.0,1223.2,8868.2,Transferencia,Pagada
315,18,12,1,2026-09-17 22:42:32,11650.0,1864.0,13514.0,Efectivo,Pagada
316,6,12,1,2026-09-18 00:34:32,28743.0,4598.88,33341.88,Transferencia,Pagada
317,8,9,1,2026-09-18 06:48:32,8294.0,1327.04,9621.04,Transferencia,Pagada
318,17,9,1,2026-09-18 02:54:32,3195.0,511.2,3706.2,Tarjeta de Débito,Cancelada
319,37,7,2,2026-09-18 13:49:32,3250.0,520.0,3770.0,Tarjeta de Crédito,Pagada
320,50,12,1,2026-09-18 09:59:32,76285.0,12205.6,88490.6,Tarjeta de Débito,Pagada
321,25,9,1,,4700.0,752.0,5452.0,Tarjeta de Débito,Pendiente
322,30,16,2,2026-09-18 13:00:32,18413.0,2946.08,21359.08,Tarjeta de Crédito,Pagada
323,48,11,1,2026-09-18 07:56:32,7386.0,1181.76,8567.76,Tarjeta de Débito,Pagada
324,2,5,2,2026-09-18 05:38:32,2574.0,411.84,2985.84,Transferencia,Pagada
325,11,11,1,2026-09-18 04:46:32,38686.0,6189.76,44875.76,Transferencia,Pagada
326,24,3,1,2026-09-18 16:04:32,20437.0,3269.92,23706.92,Transferencia,Cancelada
327,13,7,2,2026-09-18 11:33:32,42000.0,6720.0,48720.0,Tarjeta de Crédito,Pagada
328,17,13,2,2026-09-18 10:22:32,35286.0,5645.76,40931.76,Tarjeta de Crédito,Pagada
329,37,15,2,2026-09-17 19:14:32,300.0,48.0,348.0,Transferencia,Pagada
330,44,9,1,2026-09-18 13:52:32,40296.0,6447.36,46743.36,Tarjeta de Crédito,Pagada
331,39,12,1,2026-09-18 05:44:32,16465.0,2634.4,19099.4,Efectivo,Pagada
332,10,11,1,2026-09-17 21:44:32,45900.0,7344.0,53244.0,Tarjeta de Débito,Pagada
333,45,11,1,2026-09-18 04:02:32,3045.0,487.2,3532.2,Tarjeta de Crédito,Pagada
334,7,12,1,2026-09-18 15:33:32,16130.0,2580.8,18710.8,Efectivo,Pendiente
335,36,9,1,2026-09-17 18:17:32,28750.0,4600.0,33350.0,Tarjeta de Crédito,Pagada
336,12,12,1,2026-09-17 17:44:32,30000.0,4800.0,34800.0,Tarjeta de Débito,Pagada
337,23,7,2,2026-09-18 14:14:32,6500.0,1040.0,7540.0,Tarjeta de Débito,Pagada
338,11,18,2,2026-09-18 08:09:32,13050.0,2088.0,15138.0,Efectivo,Pagada
339,20,3,1,2026-09-18 08:21:32,4539.0,726.24,5265.24,Tarjeta de Débito,Cancelada
340,1,3,1,2026-09-18 10:52:32,19500.0,3120.0,22620.0,Efectivo,Pagada
341,43,11,1,2026-09-18 15:14:32,2687.0,429.92,3116.92,Transferencia,Pagada
342,4,13,2,2026-09-18 08:48:32,1500.0,240.0,1740.0,Efectivo,Pagada
343,15,2,2,2026-09-18 01:50:32,44100.0,7056.0,51156.0,Efectivo,Cancelada
344,14,9,1,2026-09-18 08:32:32,9100.0,1456.0,10556.0,Transferencia,Pagada
345,24,12,1,2026-09-18 03:48:32,19950.0,3192.0,23142.0,Tarjeta de Crédito,Pagada
346,17,10,2,2026-09-18 01:25:32,12000.0,1920.0,13920.0,Transferencia,Pagada
347,41,9,1,2026-09-18 02:28:32,18950.0,3032.0,21982.0,Tarjeta de Crédito,Pagada
348,19,18,2,2026-09-18 00:57:32,997.0,159.52,1156.52,Efectivo,Pendiente
349,36,13,2,2026-09-17 19:43:32,8742.0,1398.72,10140.72,Efectivo,Pagada
350,42,11,1,2026-09-17 20:43:32,399.0,63.84,462.84,Tarjeta de Débito,Pagada
351,15,16,2,2026-09-18 16:46:32,13335.0,2133.6,15468.6,Tarjeta de Crédito,Pagada
352,2,12,1,2026-09-17 21:34:32,9848.0,1575.68,11423.68,Transferencia,Pagada
353,30,17,2,2026-09-18 02:10:32,19143.0,3062.88,22205.88,Transferencia,Pagada
354,18,15,2,2026-09-18 08:56:32,30000.0,4800.0,34800.0,Transferencia,Pagada
355,17,16,2,2026-09-18 06:57:32,60900.0,9744.0,70644.0,Tarjeta de Crédito,Pagada
356,36,3,1,2026-09-18 17:12:32,6000.0,960.0,6960.0,Efectivo,Pagada
357,33,9,1,2026-09-17 20:07:32,9600.0,1536.0,11136.0,Transferencia,Pagada
358,42,16,2,2026-09-18 02:15:32,3900.0,624.0,4524.0,Tarjeta de Débito,Pagada
359,49,9,1,2026-09-18 09:15:32,1376.1,220.18,1596.28,Tarjeta de Crédito,Pagada
360,3,7,2,2026-09-17 23:01:32,52690.0,8430.4,61120.4,Tarjeta de Débito,Pagada
361,34,7,2,2026-09-18 14:27:32,5400.0,864.0,6264.0,Tarjeta de Crédito,Pagada
362,25,7,2,2026-09-18 02:51:32,10345.0,1655.2,12000.2,Tarjeta de Débito,Pagada
363,45,2,2,2026-09-18 15:18:32,3246.0,519.36,3765.36,Tarjeta de Crédito,Pagada
364,40,18,2,2026-09-17 19:04:32,3300.0,528.0,3828.0,Efectivo,Pagada
365,39,15,2,2026-09-18 04:16:32,3250.0,520.0,3770.0,Efectivo,Pagada
366,38,3,1,2026-09-18 13:59:32,17750.0,2840.0,20590.0,Efectivo,Pagada
367,14,13,2,2026-09-18 04:32:32,36000.0,5760.0,41760.0,Tarjeta de Débito,Pagada
368,19,3,1,2026-09-18 16:09:32,12435.0,1989.6,14424.6,Transferencia,Pagada
369,17,13,2,2026-09-18 10:30:32,41150.0,6584.0,47734.0,Transferencia,Cancelada
370,34,18,2,2026-09-17 20:42:32,11400.0,1824.0,13224.0,Tarjeta de Crédito,Pagada
371,15,15,2,2026-09-17 20:54:32,6600.0,1056.0,7656.0,Efectivo,Pagada
372,23,9,1,2026-09-18 06:36:32,13749.0,2199.84,15948.84,Transferencia,Pagada
373,31,12,1,2026-09-18 02:38:32,8091.0,1294.56,9385.56,Transferencia,Pagada
374,48,9,1,2026-09-18 04:25:32,35150.0,5624.0,40774.0,Tarjeta de Crédito,Pagada
375,23,3,1,,15273.0,2443.68,17716.68,Tarjeta de Débito,Pagada
376,17,9,1,2026-09-18 16:00:32,16799.0,2687.84,19486.84,Efectivo,Pagada
377,5,12,1,2026-09-17 23:02:32,4195.0,671.2,4866.2,Transferencia,Pagada
378,28,12,1,2026-09-18 08:57:32,20500.0,3280.0,23780.0,Tarjeta de Débito,Pagada
379,21,9,1,2026-09-18 12:38:32,11400.0,1824.0,13224.0,Transferencia,Pagada
380,27,2,2,2026-09-17 19:29:32,18175.0,2908.0,21083.0,Tarjeta de Crédito,Pagada
381,48,17,2,2026-09-17 23:58:32,1188.0,190.08,1378.08,Tarjeta de Débito,Pagada
