id_detalle,id_orden,id_producto,cantidad,precio_unitario_aplicado,descuento
1204,401,101,7,150.0,0.0
1205,401,105,3,99.0,0.0
1206,401,103,5,3000.0,0.0
1207,401,104,8,650.0,0.0
1208,402,106,9,150.0,0.0
1209,402,102,6,700.0,0.0
1210,403,104,8,650.0,0.0
1211,403,101,15,150.0,15.0
1212,404,105,1,99.0,0.0
1213,405,103,11,3000.0,0.0
1214,405,105,11,99.0,0.0
1215,405,102,9,700.0,0.0
1216,405,101,8,150.0,0.0
1217,406,106,3,150.0,0.0
1218,406,101,15,150.0,0.0
1219,406,102,15,700.0,0.0
1220,406,101,11,150.0,15.0
1221,406,104,7,650.0,65.0
1222,407,101,7,150.0,0.0
1223,407,105,5,99.0,0.0
1224,407,102,5,700.0,0.0
1225,407,106,5,150.0,0.0
1226,408,105,8,99.0,0.0
1227,409,106,8,150.0,0.0
1228,409,101,7,150.0,0.0
1229,410,103,1,3000.0,0.0
1230,410,101,2,150.0,0.0
1231,411,104,4,650.0,0.0
1232,411,101,10,150.0,0.0
1233,411,104,13,650.0,0.0
1234,412,105,4,99.0,0.0
1235,412,105,11,99.0,0.0
1236,412,104,3,650.0,0.0
1237,412,105,1,99.0,0.0
1238,413,101,15,150.0,0.0
1239,413,103,7,3000.0,0.0
1240,413,102,4,700.0,0.0
1241,414,105,12,99.0,0.0
1242,414,101,10,150.0,0.0
1243,415,101,7,150.0,0.0
1244,415,105,3,99.0,0.0
1245,415,101,6,150.0,0.0
1246,415,103,13,3000.0,0.0
1247,415,103,14,3000.0,0.0
1248,416,102,2,700.0,0.0
1249,416,101,4,150.0,0.0
1250,416,105,15,99.0,0.0
1251,417,105,14,99.0,0.0
1252,417,101,7,150.0,15.0
1253,417,105,10,99.0,0.0
1254,417,105,14,99.0,0.0
1255,418,104,13,650.0,0.0
1256,418,104,11,650.0,0.0
1257,418,104,11,650.0,0.0
1258,418,103,11,3000.0,0.0
1259,419,103,11,3000.0,0.0
1260,420,103,13,3000.0,0.0
1261,420,105,14,99.0,0.0
1262,421,101,14,150.0,0.0
1263,421,104,3,650.0,0.0
1264,421,103,15,3000.0,0.0
1265,421,101,6,150.0,0.0
1266,421,101,10,150.0,0.0
1267,422,104,14,650.0,0.0
1268,423,104,5,650.0,0.0
1269,424,101,5,150.0,0.0
1270,424,105,7,99.0,0.0
1271,425,104,1,650.0,0.0
1272,425,103,7,3000.0,0.0
1273,425,104,5,650.0,0.0
1274,425,105,14,99.0,0.0
1275,426,102,9,700.0,0.0
1276,426,103,6,3000.0,0.0
1277,426,106,11,150.0,0.0
1278,427,105,9,99.0,0.0
1279,427,106,11,150.0,0.0
1280,428,105,6,99.0,9.9
1281,429,105,9,99.0,0.0
1282,429,104,14,650.0,65.0
1283,429,101,3,150.0,0.0
1284,429,105,15,99.0,0.0
1285,430,101,15,150.0,0.0
1286,430,105,7,99.0,0.0
1287,430,104,8,650.0,0.0
1288,430,104,12,650.0,0.0
1289,431,102,15,700.0,0.0
1290,431,106,5,150.0,15.0
1291,431,102,14,700.0,0.0
1292,431,105,7,99.0,0.0
1293,432,102,4,700.0,0.0
1294,433,103,9,3000.0,0.0
1295,433,104,15,650.0,0.0
1296,433,105,12,99.0,0.0
1297,433,106,11,150.0,0.0
1298,433,106,7,150.0,0.0
1299,434,105,9,99.0,0.0
1300,434,102,3,700.0,0.0
1301,434,106,2,150.0,0.0
1302,434,101,4,150.0,0.0
1303,434,106,6,150.0,0.0
1304,435,101,14,150.0,0.0
1305,435,106,6,150.0,0.0
1306,436,103,10,3000.0,0.0
1307,436,106,8,150.0,0.0
1308,436,106,9,150.0,0.0
1309,436,101,8,150.0,0.0
1310,437,101,13,150.0,0.0
1311,437,106,2,150.0,15.0
1312,437,105,13,99.0,0.0
1313,437,104,9,650.0,0.0
1314,437,101,11,150.0,0.0
1315,438,105,14,99.0,0.0
1316,438,104,14,650.0,0.0
1317,438,106,11,150.0,0.0
1318,438,106,14,150.0,0.0
1319,439,104,2,650.0,0.0
1320,439,106,12,150.0,0.0
1321,440,102,15,700.0,0.0
1322,440,106,3,150.0,0.0
1323,440,102,13,700.0,0.0
1324,440,102,3,700.0,0.0
1325,441,103,1,3000.0,0.0
1326,441,102,3,700.0,0.0
1327,441,102,2,700.0,0.0
1328,441,103,2,3000.0,0.0
1329,442,101,7,150.0,0.0
1330,442,104,12,650.0,0.0
1331,442,105,8,99.0,0.0
1332,442,103,8,3000.0,0.0
1333,442,101,15,150.0,0.0
1334,443,101,10,150.0,0.0
1335,443,105,7,99.0,0.0
1336,443,102,6,700.0,0.0
1337,443,101,1,150.0,15.0
1338,443,101,15,150.0,0.0
1339,444,105,4,99.0,9.9
1340,444,102,4,700.0,0.0
1341,445,101,6,150.0,0.0
1342,445,102,8,700.0,0.0
1343,445,105,4,99.0,0.0
1344,445,106,2,150.0,0.0
1345,445,106,7,150.0,0.0
1346,446,106,5,150.0,0.0
1347,446,105,10,99.0,0.0
1348,446,104,13,650.0,0.0
1349,447,104,12,650.0,0.0
1350,448,105,12,99.0,0.0
1351,448,104,9,650.0,0.0
1352,448,105,15,99.0,0.0
1353,448,104,7,650.0,0.0
1354,448,102,9,700.0,0.0
1355,449,103,5,3000.0,300.0
1356,450,104,7,650.0,0.0
1357,450,104,6,650.0,0.0
1358,450,104,14,650.0,0.0
1359,450,106,3,150.0,0.0
1360,450,105,12,99.0,0.0
1361,451,103,5,3000.0,0.0
1362,451,101,12,150.0,0.0
1363,451,104,8,650.0,0.0
1364,452,106,5,150.0,0.0
1365,453,103,12,3000.0,0.0
1366,453,102,4,700.0,0.0
1367,453,101,4,150.0,0.0
1368,453,104,8,650.0,0.0
1369,453,106,2,150.0,0.0
1370,454,104,9,650.0,0.0
1371,454,105,10,99.0,0.0
1372,454,106,12,150.0,0.0
1373,454,103,3,3000.0,0.0
1374,454,101,12,150.0,0.0
1375,455,106,4,150.0,0.0
1376,455,102,15,700.0,0.0
1377,456,102,14,700.0,0.0
1378,456,103,12,3000.0,0.0
1379,457,101,3,150.0,0.0
1380,457,104,14,650.0,0.0
1381,457,104,3,650.0,0.0
1382,458,104,8,650.0,0.0
1383,459,105,10,99.0,9.9
1384,459,104,13,650.0,0.0
1385,460,101,5,150.0,0.0
1386,460,103,14,3000.0,0.0
1387,460,102,1,700.0,70.0
1388,461,106,5,150.0,0.0
1389,461,102,11,700.0,0.0
1390,461,101,12,150.0,0.0
1391,461,106,9,150.0,0.0
1392,461,103,-1,3000.0,0.0
1393,462,101,8,150.0,0.0
1394,463,105,8,99.0,0.0
1395,464,101,10,150.0,0.0
1396,464,105,1,99.0,0.0
1397,464,103,6,3000.0,0.0
1398,464,103,13,3000.0,0.0
1399,465,105,1,99.0,0.0
1400,465,105,12,99.0,0.0
1401,465,104,3,650.0,0.0
1402,466,101,2,150.0,0.0
1403,466,103,2,3000.0,0.0
1404,466,105,7,99.0,0.0
1405,466,104,3,650.0,0.0
1406,466,106,9,150.0,0.0
1407,467,106,13,150.0,0.0
1408,468,101,4,150.0,0.0
1409,468,101,11,150.0,0.0
1410,468,102,12,700.0,0.0
1411,469,101,10,150.0,0.0
1412,469,101,3,150.0,0.0
1413,469,104,6,650.0,0.0
1414,469,101,15,150.0,0.0
1415,470,104,5,650.0,0.0
1416,471,102,7,700.0,0.0
1417,471,105,4,99.0,0.0
1418,471,104,12,650.0,0.0
1419,471,103,10,3000.0,0.0
1420,471,102,12,700.0,0.0
1421,472,103,15,3000.0,0.0
1422,472,101,7,150.0,0.0
1423,472,104,1,650.0,0.0
1424,472,102,3,700.0,0.0
1425,472,106,1,150.0,0.0
1426,473,103,5,3000.0,300.0
1427,473,104,6,650.0,0.0
1428,474,104,13,650.0,0.0
1429,474,104,3,650.0,0.0
1430,474,103,5,3000.0,0.0
1431,474,103,13,3000.0,0.0
1432,475,106,13,150.0,0.0
1433,475,104,1,650.0,0.0
1434,475,103,3,3000.0,0.0
1435,475,102,10,700.0,0.0
1436,475,105,12,99.0,0.0
1437,476,106,1,150.0,0.0
1438,476,104,8,650.0,0.0
1439,476,102,8,700.0,0.0
1440,476,106,14,150.0,15.0
1441,476,101,6,150.0,0.0
1442,477,101,9,150.0,0.0
1443,477,104,6,650.0,0.0
1444,477,103,2,3000.0,0.0
1445,477,104,8,650.0,0.0
1446,478,106,5,150.0,0.0
1447,478,104,7,650.0,0.0
1448,478,104,10,650.0,0.0
1449,478,106,11,150.0,0.0
1450,479,105,4,99.0,0.0
1451,479,106,-1,150.0,0.0
1452,479,104,2,650.0,0.0
1453,479,106,14,150.0,0.0
1454,479,101,8,150.0,15.0
1455,480,103,8,3000.0,0.0
1456,480,103,13,3000.0,300.0
1457,480,101,3,150.0,0.0
1458,480,106,6,150.0,0.0
1459,480,102,4,700.0,0.0
1460,481,106,15,150.0,0.0
1461,481,104,15,650.0,0.0
1462,482,103,12,3000.0,0.0
1463,482,101,8,150.0,0.0
1464,482,102,1,700.0,0.0
1465,482,102,12,700.0,0.0
1466,482,103,6,3000.0,0.0
1467,483,104,3,650.0,0.0
1468,483,103,9,3000.0,0.0
1469,483,105,1,99.0,0.0
1470,483,101,6,150.0,0.0
1471,484,105,8,99.0,0.0
1472,485,105,5,99.0,0.0
1473,485,106,7,150.0,15.0
1474,485,101,1,150.0,0.0
1475,486,102,8,700.0,0.0
1476,486,101,5,150.0,0.0
1477,487,101,4,150.0,0.0
1478,488,103,-1,3000.0,0.0
1479,488,103,12,3000.0,0.0
1480,488,106,15,150.0,0.0
1481,488,105,11,99.0,0.0
1482,488,104,9,650.0,0.0
1483,489,102,7,700.0,0.0
1484,489,105,-1,99.0,0.0
1485,489,105,2,99.0,0.0
1486,489,102,4,700.0,70.0
1487,490,104,11,650.0,0.0
1488,490,101,14,150.0,0.0
1489,490,102,11,700.0,0.0
1490,491,101,2,150.0,0.0
1491,492,103,13,3000.0,0.0
1492,492,103,10,3000.0,0.0
1493,492,105,13,99.0,0.0
1494,493,104,14,650.0,0.0
1495,493,102,12,700.0,0.0
1496,493,106,7,150.0,0.0
1497,494,103,7,3000.0,0.0
1498,495,102,8,700.0,0.0
1499,495,104,13,650.0,0.0
1500,495,101,3,150.0,0.0
1501,495,104,13,650.0,0.0
1502,495,104,2,650.0,0.0
1503,496,104,9,650.0,0.0
1504,497,102,12,700.0,0.0
1505,497,106,5,150.0,0.0
1506,498,102,7,700.0,0.0
1507,498,106,5,150.0,0.0
1508,498,102,5,700.0,0.0
1509,498,104,5,650.0,0.0
1510,499,101,5,150.0,0.0
1511,499,104,11,650.0,0.0
1512,499,105,9,99.0,0.0
1513,500,104,8,650.0,0.0
1514,500,103,6,3000.0,0.0
1515,500,106,15,150.0,0.0
1516,501,101,4,150.0,0.0
1517,502,103,4,3000.0,0.0
1518,502,106,8,150.0,0.0
1519,503,104,2,650.0,0.0
1520,503,104,7,650.0,0.0
1521,504,106,3,150.0,0.0
1522,505,106,15,150.0,0.0
1523,505,103,1,3000.0,0.0
1524,505,106,9,150.0,0.0
1525,506,103,11,3000.0,0.0
1526,506,101,15,150.0,0.0
1527,507,106,9,150.0,0.0
1528,507,102,9,700.0,0.0
1529,508,106,15,150.0,0.0
1530,509,102,15,700.0,0.0
1531,509,106,1,150.0,0.0
1532,509,101,9,150.0,0.0
1533,509,101,1,150.0,0.0
1534,510,105,5,99.0,0.0
1535,511,104,7,650.0,0.0
1536,511,104,14,650.0,65.0
1537,511,104,15,650.0,0.0
1538,511,102,13,700.0,0.0
1539,511,103,9,3000.0,0.0
1540,512,101,13,150.0,0.0
1541,512,104,8,650.0,0.0
1542,512,105,11,99.0,0.0
1543,512,104,10,650.0,65.0
1544,512,102,6,700.0,0.0
1545,513,101,2,150.0,0.0
1546,514,101,3,150.0,0.0
1547,514,103,6,3000.0,0.0
1548,514,104,7,650.0,0.0
1549,514,106,14,150.0,0.0
1550,515,106,5,150.0,0.0
1551,515,105,1,99.0,0.0
