id_detalle,id_orden,id_producto,cantidad,precio_unitario_aplicado,descuento
1807,601,106,13,150.0,0.0
1808,602,104,5,650.0,0.0
1809,602,104,13,650.0,0.0
1810,602,101,8,150.0,0.0
1811,603,104,5,650.0,0.0
1812,603,101,13,150.0,0.0
1813,604,103,13,3000.0,0.0
1814,604,106,4,150.0,0.0
1815,604,103,3,3000.0,0.0
1816,604,102,7,700.0,0.0
1817,604,101,13,150.0,0.0
1818,605,106,9,150.0,0.0
1819,605,102,4,700.0,0.0
1820,605,104,2,650.0,0.0
1821,606,105,7,99.0,0.0
1822,606,105,15,99.0,0.0
1823,607,103,13,3000.0,0.0
1824,607,103,13,3000.0,0.0
1825,607,105,11,99.0,0.0
1826,608,106,2,150.0,0.0
1827,609,102,14,700.0,0.0
1828,610,102,12,700.0,0.0
1829,611,104,2,650.0,0.0
1830,611,101,8,150.0,0.0
1831,611,106,9,150.0,0.0
1832,612,104,3,650.0,0.0
1833,612,104,10,650.0,0.0
1834,613,105,15,99.0,0.0
1835,613,101,6,150.0,0.0
1836,613,101,9,150.0,0.0
1837,613,104,13,650.0,0.0
1838,613,105,12,99.0,0.0
1839,614,106,1,150.0,0.0
1840,615,101,1,150.0,0.0
1841,616,104,14,650.0,0.0
1842,616,101,6,150.0,0.0
1843,616,105,3,99.0,9.9
1844,616,106,11,150.0,0.0
1845,616,104,11,650.0,0.0
1846,617,101,5,150.0,0.0
1847,617,104,5,650.0,0.0
1848,617,103,13,3000.0,0.0
1849,618,103,3,3000.0,0.0
1850,618,104,15,650.0,0.0
1851,618,102,1,700.0,0.0
1852,619,106,3,150.0,0.0
1853,619,102,6,700.0,0.0
1854,619,105,2,99.0,0.0
1855,620,106,13,150.0,0.0
1856,620,103,1,3000.0,0.0
1857,620,105,14,99.0,0.0
1858,620,102,7,700.0,0.0
1859,620,101,7,150.0,0.0
1860,621,103,14,3000.0,0.0
1861,622,104,11,650.0,0.0
1862,622,105,5,99.0,0.0
1863,622,101,10,150.0,0.0
1864,622,106,5,150.0,0.0
1865,623,106,11,150.0,0.0
1866,623,104,14,650.0,0.0
