id_factura,id_orden,uuid,fecha_timbrado
134,401,0cf865dc-2c3a-4118-a485-87d584217243,2026-09-18 11:18:44
135,402,edbf767f-f696-435f-bee2-142c9d114d26,2026-09-18 12:28:44
136,406,a24c1f33-fc86-4604-907f-b2d2f1229eca,2026-09-18 13:42:44
137,411,3f96f511-8b6a-4c7a-a971-5e63cbbb8a6e,2026-09-18 03:51:44
138,412,aa7dd2e5-6278-4cad-bb0c-4c99dfdac524,2026-09-17 23:10:44
139,413,4e5b3dd0-c375-4aea-908c-fec219fc96c1,2026-09-18 03:24:44
140,414,53687fa0-68b4-43a8-8e96-b70e2004d348,2026-09-17 22:41:44
141,415,5ba590a8-7dd7-4995-be51-5f45f0f652dc,2026-09-18 00:41:44
142,416,c5289a7e-fd14-48b3-8cf3-c9227836a616,2026-09-18 15:34:44
143,417,6de04032-5915-4f80-b6c0-de753c22d658,2026-09-18 02:44:44
144,418,f6dae0ed-262c-426f-a13b-a57b5f7678b1,2026-09-18 05:27:44
145,424,cf45002e-d40c-44b2-9278-320c3e0c2a17,2026-09-18 11:43:44
146,425,3dc844cc-0194-4ee8-b9d8-ef678659b73a,2026-09-18 01:08:44
147,426,09e1ebe2-26ce-4536-8cdd-ecab58336a48,2026-09-18 04:55:44
148,430,1b72614d-d23a-4970-a0f1-9700837bdac7,2026-09-18 01:09:44
149,434,11a4ecf3-1eab-4af5-8801-8a7cf71f9ace,2026-09-18 17:42:44
150,439,afe82ee7-22b7-4cd1-ba8f-860194a5cc81,2026-09-18 13:05:44
151,440,ae43a5fd-3d9e-4778-adb3-d62f110eb318,2026-09-17 22:59:44
152,445,eae19991-5b82-464e-9b1e-031edf86a81d,2026-09-18 03:46:44
153,448,e87ccc90-4858-4110-a07a-695713382c40,2026-09-18 10:42:44
154,449,6cf5f8f9-b845-4326-b393-f097ceb8d8f4,2026-09-17 20:12:44
155,450,43c16c39-6720-4d1f-8c51-a4e7c2a5e07b,2026-09-18 18:33:44
156,451,ed9e5170-24b9-4576-a2b0-1d68cca9cfe4,2026-09-18 11:06:44
157,456,b25b8405-8336-4023-ab20-0fdf7853e37d,2026-09-18 01:25:44
158,457,f848bbe7-4f80-4447-a832-a319c958c5ad,2026-09-17 22:18:44
159,459,ae98e491-bc19-4ad9-8b29-c34ec56a4d50,2026-09-18 07:12:44
160,460,0c685958-7fb7-4dfc-b93f-2edef4f9f204,2026-09-18 08:12:44
161,461,af7f685e-a265-4e84-8ac7-dd25d9eb84dc,2026-09-18 06:35:44
162,462,80a04ae2-69c4-4676-b176-636584b2d46b,2026-09-18 11:02:44
163,464,e36a37c1-1dc3-4f90-8768-833132f1a747,2026-09-18 09:02:44
164,467,933c3717-62b6-43ae-9554-dd18a539e0a9,2026-09-18 04:29:44
165,468,f7b4f903-5758-4309-a683-d115ed9f1bfc,2026-09-18 10:27:44
166,471,695b717d-6571-4512-bab8-88cbf3b1e3a1,2026-09-18 15:33:44
167,472,e5035604-faa3-47b7-8030-cd5d162e483f,2026-09-18 05:02:44
168,474,7fef3380-1be0-498f-9881-b5daf1da0a67,2026-09-18 09:39:44
169,476,4b7e69dd-7471-4939-a8bd-a8e32cf2c990,2026-09-18 10:11:44
170,478,2e39d833-1776-4d22-bbb5-68195b3a6c87,2026-09-18 15:25:44
171,481,fe77f7a0-73f6-449d-803a-ed8caf258d1b,2026-09-18 03:08:44
172,485,e1010fbd-04f3-48c1-9cf6-0107ef38ccbc,2026-09-18 01:00:44
173,490,7b0f3b87-ec56-4ea9-9dc8-9e1ef84f28d7,2026-09-17 20:27:44
174,494,54505c49-a9e4-4af2-957e-209027c432d1,2026-09-17 18:46:44
175,499,15ff4367-6012-42ff-a9d1-b063be99b9bc,2026-09-18 03:19:44
176,501,744906f3-3107-49c6-a06f-95890b3dd245,2026-09-18 01:01:44
177,503,adac573f-bad7-4d8d-b0ad-dab20c78effb,2026-09-18 17:35:44
178,507,c4af1474-f49e-420d-ad2d-791ffac07dcd,2026-09-18 01:43:44
179,509,b79a8b28-e025-49d1-96d6-dd372471e3af,2026-09-18 00:42:44
180,510,9f90f58e-7172-4fb5-9d78-bdd6927d5883,2026-09-18 11:51:44
181,512,11369589-5705-4c23-8767-f787be2dc226,2026-09-18 09:32:44
182,513,ed77a041-17a9-46c6-b6fc-5e4fe34c2abd,2026-09-18 09:13:44
183,515,5a89fb39-a8bc-42e1-9696-750aabe76b7d,2026-09-18 07:28:44
184,518,214db4af-daf7-4362-9089-131c35890a40,2026-09-18 04:11:44
185,519,2f9b4280-d96a-4154-b91a-46304280a333,2026-09-18 12:12:44
186,521,15b5429c-35d0-4a2b-8c0d-64e4c4e0bc85,2026-09-17 21:25:44
187,524,b4500229-ef63-4bb0-bbed-550ff59bd721,2026-09-17 23:23:44
188,525,a4b98f5e-f411-4e05-a5d5-7f6792860d84,2026-09-18 02:19:44
189,538,ca14504e-90a0-427b-aa00-e5d6fbebade9,2026-09-18 02:02:44
190,541,9339ce25-870b-468f-b06f-f15cecfffd5c,2026-09-18 15:28:44
191,546,6e3bfb26-3df1-4a41-8b0d-19ef1cb1f742,2026-09-18 15:43:44
192,548,b43c9678-08e4-468a-a645-53d2227dbbf7,2026-09-18 01:01:44
193,549,cf6e6368-e62f-4ceb-b414-c211230e36b0,2026-09-17 21:51:44
194,550,0f8f8d7a-0faa-4967-9ae1-a8ad1428a2df,2026-09-18 18:14:44
195,551,6b1ec48c-5823-42ec-8b9b-2db81ca7d71c,2026-09-18 14:18:44
196,552,b4be4b76-f0dd-4419-82d3-2ef0da3ebb54,2026-09-18 10:59:44
197,554,833f20a8-730f-4605-a0a0-cbfbc87e288e,2026-09-18 14:31:44
198,555,c959e749-9491-4223-ad05-254a6f240932,2026-09-18 16:37:44
199,558,4ed807b2-c732-49ee-9d8d-102b922138b3,2026-09-18 04:40:44
200,563,ba0c0898-b44e-4e2c-a014-20c209da953a,2026-09-18 02:22:44
201,572,b2da5b01-ceaf-431c-83e8-d4594d065e4d,2026-09-17 23:55:44
202,576,5bc59be4-e9ce-429f-b4b6-6f2ac68d1074,2026-09-18 18:43:44
203,577,510d219c-8353-4566-b594-7973c4d856d6,2026-09-17 23:07:44
204,580,ba81f083-c365-4733-ba8a-86a819a94dd9,2026-09-18 10:53:44
205,583,ba026272-f38c-4fa4-9a36-91023f375d05,2026-09-18 06:41:44
206,597,b7cce329-2792-49fa-8187-30b34627541d,2026-09-18 15:27:44
207,598,858a0057-3ee7-477a-a41a-205b8a49ddbb,2026-09-17 21:18:44
208,599,ffca2aba-38c5-4b06-b928-e08487f1893f,2026-09-17 22:50:44
209,600,43ffbda9-822f-4d86-9176-74605df45b7d,2026-09-18 16:06:44
