id_movimiento,id_producto,id_sucursal,tipo,cantidad,fecha_hora,id_orden_venta,id_orden_compra
509,106,2,Salida,-4,2026-09-18 14:19:32,201,
510,104,2,Ajuste,-5,2026-09-18 14:19:32,201,
511,101,2,Ajuste,-11,2026-09-18 14:19:32,201,
512,101,2,Salida,-5,2026-09-18 14:19:32,201,
513,103,2,Salida,-3,2026-09-18 14:19:32,201,
514,102,2,Salida,-6,2026-09-18 09:35:32,202,
515,103,2,Salida,-6,2026-09-18 09:35:32,202,
516,103,2,Salida,-9,2026-09-18 09:35:32,202,
517,105,2,Salida,-6,2026-09-18 09:35:32,202,
518,106,2,Salida,-5,2026-09-18 09:35:32,202,
519,102,1,Salida,-15,2026-09-18 09:26:32,203,
520,101,1,Salida,-2,2026-09-18 09:26:32,203,
521,104,1,Salida,-13,2026-09-18 09:26:32,203,
522,103,1,Salida,-9,2026-09-18 09:26:32,203,
523,104,2,Salida,-14,2026-09-18 11:13:32,205,
524,102,2,Salida,1,2026-09-18 11:13:32,205,
525,102,2,Salida,-14,2026-09-18 11:13:32,205,
526,102,2,Salida,-11,2026-09-18 07:27:32,206,
527,104,2,Salida,-15,2026-09-18 07:27:32,206,
528,105,2,Salida,-12,2026-09-18 07:27:32,206,
529,106,2,Salida,-15,2026-09-18 07:27:32,206,
530,104,2,Ajuste,-2,2026-09-18 16:21:32,207,
531,105,2,Salida,-9,2026-09-18 16:21:32,207,
532,106,2,Salida,-6,2026-09-18 16:21:32,207,
533,101,2,Salida,-7,2026-09-18 16:21:32,207,
534,102,2,Ajuste,-2,2026-09-18 16:21:32,207,
535,105,1,Salida,-7,2026-09-18 10:44:32,208,
536,106,1,Salida,-12,2026-09-18 10:44:32,208,
537,104,1,Salida,-7,2026-09-18 10:44:32,208,
538,101,2,Salida,-2,2026-09-18 11:51:32,209,
539,104,2,Salida,-14,2026-09-18 11:51:32,209,
540,102,1,Salida,-4,2026-09-18 07:11:32,210,
541,101,1,Salida,-7,2026-09-18 07:11:32,210,
542,103,1,Ajuste,-10,2026-09-18 07:11:32,210,
543,105,1,Salida,-6,2026-09-18 07:11:32,210,
544,106,1,Salida,-6,2026-09-18 03:52:32,211,
545,106,1,Salida,-6,2026-09-17 23:44:32,212,
546,103,1,Salida,-15,2026-09-17 23:44:32,212,
547,105,2,Salida,-6,2026-09-18 07:29:32,213,
548,106,2,Salida,-10,2026-09-18 07:29:32,213,
549,101,2,Salida,-1,2026-09-18 07:29:32,213,
550,106,2,Salida,-12,2026-09-18 07:29:32,213,
551,106,1,Ajuste,-12,2026-09-18 13:34:32,214,
552,102,1,Salida,-10,2026-09-18 13:34:32,214,
553,104,1,Salida,-6,2026-09-18 13:34:32,214,
554,102,2,Salida,-4,2026-09-18 05:51:32,215,
555,106,2,Salida,-10,2026-09-18 05:51:32,215,
