id_orden,id_cliente,id_empleado,id_sucursal,fecha_hora,subtotal,iva,total,metodo_pago,estatus
401,19,12,1,,21547.0,3447.52,24994.52,Tarjeta de Crédito,Pagada
402,32,11,1,2026-09-18 10:28:44,5550.0,888.0,6438.0,Tarjeta de Débito,Pagada
403,48,13,2,2026-09-18 03:51:44,7435.0,1189.6,8624.6,Tarjeta de Crédito,Pendiente
404,37,12,1,2026-09-17 23:17:44,99.0,15.84,114.84,Tarjeta de Débito,Pagada
405,29,15,2,2026-09-18 09:46:44,41589.0,6654.24,48243.24,Tarjeta de Crédito,Pagada
406,18,12,1,2026-09-18 11:42:44,19320.0,3091.2,22411.2,Tarjeta de Débito,Pagada
407,48,12,1,2026-09-17 18:06:44,5795.0,927.2,6722.2,Transferencia,Pagada
408,24,16,2,2026-09-18 16:21:44,792.0,126.72,918.72,Tarjeta de Crédito,Pagada
409,12,11,1,2026-09-18 09:05:44,2250.0,360.0,2610.0,Tarjeta de Débito,Pagada
410,10,9,1,2026-09-18 14:54:44,3300.0,528.0,3828.0,Tarjeta de Crédito,Pagada
411,33,11,1,2026-09-18 02:51:44,12550.0,2008.0,14558.0,Tarjeta de Crédito,Pagada
412,5,16,2,2026-09-17 21:10:44,3534.0,565.44,4099.44,Efectivo,Pagada
413,49,11,1,2026-09-18 02:24:44,26050.0,4168.0,30218.0,Tarjeta de Débito,Pagada
414,17,11,1,2026-09-17 21:41:44,2688.0,430.08,3118.08,Tarjeta de Crédito,Pagada
415,28,4,2,2026-09-17 21:41:44,83247.0,13319.52,96566.52,Tarjeta de Débito,Pagada
416,50,9,1,2026-09-18 12:34:44,3485.0,557.6,4042.6,Transferencia,Pagada
417,50,4,2,2026-09-17 22:44:44,4797.0,767.52,5564.52,Tarjeta de Crédito,Pagada
418,40,15,2,2026-09-18 03:27:44,55750.0,8920.0,64670.0,Tarjeta de Débito,Pagada
419,49,2,2,2026-09-17 19:01:44,33000.0,5280.0,38280.0,Tarjeta de Crédito,Cancelada
420,27,3,1,2026-09-17 21:50:44,40386.0,6461.76,46847.76,Tarjeta de Débito,Pagada
421,11,9,1,2026-09-18 15:00:44,51450.0,8232.0,59682.0,Tarjeta de Débito,Pagada
