id_movimiento,id_producto,id_sucursal,tipo,cantidad,fecha_hora,id_orden_venta,id_orden_compra
2082,104,1,Salida,-2,2026-09-18 17:16:59,801,
2083,102,2,Salida,-9,2026-09-18 14:32:59,802,
2084,104,2,Salida,-5,2026-09-18 14:32:59,802,
2085,101,1,Salida,-6,2026-09-17 21:37:59,803,
2086,105,1,Salida,-12,2026-09-17 21:37:59,803,
2087,106,1,Salida,-8,2026-09-17 21:37:59,803,
2088,106,1,Salida,-8,2026-09-17 21:37:59,803,
2089,101,1,Salida,-5,2026-09-17 21:37:59,803,
2090,106,1,Salida,-3,2026-09-18 06:19:59,804,
2091,104,1,Salida,-1,2026-09-18 06:19:59,804,
2092,101,1,Salida,-2,2026-09-18 06:19:59,804,
2093,106,1,Salida,-6,2026-09-18 06:19:59,804,
2094,105,2,Salida,-11,2026-09-17 22:02:59,805,
2095,106,2,Salida,-4,2026-09-17 22:02:59,805,
2096,101,2,Salida,-15,2026-09-18 13:12:59,806,
2097,104,2,Salida,-1,2026-09-18 13:12:59,806,
2098,102,2,Salida,-4,2026-09-18 13:12:59,806,
2099,105,1,Salida,-14,2026-09-17 18:47:59,807,
2100,106,1,Salida,-12,2026-09-17 18:47:59,807,
2101,104,1,Salida,-2,2026-09-18 10:09:59,808,
2102,105,1,Salida,-11,2026-09-18 10:09:59,808,
2103,106,1,Salida,-3,2026-09-18 10:09:59,808,
2104,103,1,Salida,-6,2026-09-18 10:09:59,808,
2105,106,1,Salida,-13,2026-09-18 10:09:59,808,
2106,104,1,Salida,-3,2026-09-18 10:38:59,810,
2107,102,1,Salida,-12,2026-09-18 05:14:59,812,
2108,106,1,Salida,-5,2026-09-18 04:13:59,813,
2109,106,1,Salida,-6,2026-09-18 04:13:59,813,
2110,106,1,Salida,-6,2026-09-18 04:13:59,813,
2111,102,1,Salida,-15,2026-09-18 04:13:59,813,
2112,102,2,Salida,-10,2026-09-18 01:05:59,816,
2113,104,2,Salida,-10,2026-09-18 01:05:59,816,
2114,104,2,Salida,-6,2026-09-18 01:05:59,816,
2115,103,2,Salida,-9,2026-09-18 01:05:59,816,
2116,105,1,Salida,-6,2026-09-18 17:18:59,817,
2117,104,1,Ajuste,-13,2026-09-18 17:18:59,817,
2118,104,1,Salida,-9,2026-09-18 17:18:59,817,
2119,104,1,Salida,-7,2026-09-18 17:18:59,817,
2120,101,2,Salida,-2,2026-09-17 19:29:59,818,
2121,105,2,Salida,-5,2026-09-17 19:29:59,818,
2122,104,2,Salida,-4,2026-09-17 19:29:59,818,
2123,104,2,Salida,-10,2026-09-17 19:29:59,818,
2124,106,2,Salida,-2,2026-09-17 19:29:59,818,
2125,106,1,Salida,-6,2026-09-18 08:34:59,819,
2126,103,1,Salida,-7,2026-09-18 08:34:59,819,
2127,104,1,Salida,-12,2026-09-17 18:05:59,820,
2128,106,1,Salida,-2,2026-09-17 18:05:59,820,
2129,105,1,Salida,-4,2026-09-18 16:26:59,821,
2130,105,1,Salida,-5,2026-09-18 16:26:59,821,
2131,105,1,Salida,-13,2026-09-18 08:51:59,822,
2132,103,1,Salida,-15,2026-09-18 08:51:59,822,
2133,102,1,Salida,-1,2026-09-18 08:51:59,822,
2134,104,1,Salida,-2,2026-09-18 05:10:59,824,
2135,104,1,Salida,-4,2026-09-18 05:10:59,824,
2136,105,1,Salida,-12,2026-09-18 05:10:59,824,
2137,103,1,Salida,-14,2026-09-18 05:10:59,824,
2138,105,1,Salida,-6,2026-09-17 22:16:59,825,
2139,105,1,Salida,-4,2026-09-17 22:16:59,825,
2140,102,1,Salida,-3,2026-09-17 22:16:59,825,
2141,106,1,Salida,-14,2026-09-17 22:16:59,825,
2142,106,2,Salida,-3,2026-09-18 14:45:59,826,
2143,103,2,Salida,-15,2026-09-18 14:45:59,826,
2144,104,2,Salida,-1,2026-09-18 14:45:59,826,
2145,101,2,Salida,-6,2026-09-18 14:45:59,826,
2146,104,1,Salida,-5,2026-09-18 02:46:59,828,
2147,106,1,Salida,-7,2026-09-18 02:46:59,828,
2148,102,1,Salida,-12,2026-09-18 02:46:59,828,
2149,102,1,Ajuste,-3,2026-09-18 02:46:59,828,
2150,106,1,Salida,-15,2026-09-18 10:07:59,829,
2151,106,1,Salida,-10,2026-09-18 10:07:59,829,
2152,101,1,Salida,-2,2026-09-18 10:07:59,829,
2153,101,2,Salida,-7,2026-09-18 05:38:59,830,
2154,103,2,Salida,-11,2026-09-18 05:38:59,830,
2155,103,2,Salida,-14,2026-09-18 17:02:59,831,
2156,105,1,Salida,-14,2026-09-18 04:39:59,832,
2157,101,1,Ajuste,-4,2026-09-17 20:54:59,833,
2158,102,1,Salida,-3,2026-09-18 04:33:59,834,
2159,101,1,Salida,-3,2026-09-18 04:33:59,834,
2160,104,1,Ajuste,-3,2026-09-18 04:33:59,834,
2161,105,1,Salida,-15,2026-09-18 04:33:59,834,
2162,102,1,Salida,-12,2026-09-18 04:33:59,834,
2163,102,1,Salida,-13,2026-09-18 14:35:59,835,
2164,106,2,Ajuste,-9,2026-09-18 16:45:59,836,
2165,102,2,Salida,-12,2026-09-18 16:45:59,836,
2166,106,2,Salida,-8,2026-09-18 16:45:59,836,
2167,103,2,Salida,-9,2026-09-18 16:45:59,836,
2168,105,2,Salida,-4,2026-09-18 07:00:59,837,
2169,103,2,Salida,-8,2026-09-18 07:00:59,837,
2170,105,2,Salida,-7,2026-09-18 07:00:59,837,
2171,101,2,Salida,-5,2026-09-18 07:00:59,837,
2172,104,1,Salida,-11,2026-09-18 01:36:59,838,
2173,103,1,Salida,-8,2026-09-18 01:36:59,838,
2174,104,1,Salida,-13,2026-09-17 21:03:59,840,
2175,101,1,Salida,-5,2026-09-17 21:03:59,840,
2176,101,1,Salida,-8,2026-09-17 21:03:59,840,
2177,106,1,Ajuste,-14,2026-09-18 10:38:59,841,
2178,106,1,Salida,-14,2026-09-18 10:38:59,841,
