id_orden,id_cliente,id_empleado,id_sucursal,fecha_hora,subtotal,iva,total,metodo_pago,estatus
601,47,3,1,2026-09-18 11:10:52,1950.0,312.0,2262.0,Tarjeta de Débito,Pagada
602,41,4,2,2026-09-18 15:00:52,12900.0,2064.0,14964.0,Efectivo,Pagada
603,14,2,2,2026-09-17 21:58:52,5200.0,832.0,6032.0,Efectivo,Pagada
604,36,15,2,2026-09-18 16:26:52,55450.0,8872.0,64322.0,Efectivo,Pagada
605,4,12,1,2026-09-18 13:22:52,5450.0,872.0,6322.0,Efectivo,Pagada
606,49,2,2,2026-09-17 21:39:52,2178.0,348.48,2526.48,Tarjeta de Débito,Pagada
607,44,15,2,2026-09-18 07:01:52,79089.0,12654.24,91743.24,Transferencia,Pagada
608,31,3,1,2026-09-18 09:14:52,300.0,48.0,348.0,Efectivo,Pagada
609,25,11,1,2026-09-18 12:27:52,9800.0,1568.0,11368.0,Tarjeta de Débito,Pagada
610,20,10,2,2026-09-18 14:59:52,8400.0,1344.0,9744.0,Tarjeta de Crédito,Pagada
611,48,3,1,2026-09-18 14:19:52,3850.0,616.0,4466.0,Efectivo,Pagada
612,32,4,2,2026-09-18 08:53:52,8450.0,1352.0,9802.0,Efectivo,Pagada
613,29,17,2,2026-09-18 06:37:52,13373.0,2139.68,15512.68,Tarjeta de Débito,Pagada
614,45,11,1,2026-09-18 02:50:52,150.0,24.0,174.0,Tarjeta de Crédito,Pagada
615,49,12,1,2026-09-17 18:58:52,150.0,24.0,174.0,Efectivo,Pagada
616,25,9,1,2026-09-17 22:25:52,19087.1,3053.94,22141.04,Efectivo,Pagada
617,16,2,2,2026-09-18 09:12:52,43000.0,6880.0,49880.0,Tarjeta de Débito,Pagada
618,6,9,1,,19450.0,3112.0,22562.0,Efectivo,Pendiente
619,42,2,2,2026-09-18 03:48:52,4848.0,775.68,5623.68,Tarjeta de Débito,Pagada
620,24,18,2,2026-09-18 10:27:52,12286.0,1965.76,14251.76,Efectivo,Pagada
621,28,18,2,2026-09-18 14:03:52,42000.0,6720.0,48720.0,Tarjeta de Crédito,Pagada
622,28,12,1,2026-09-17 17:51:52,9895.0,1583.2,11478.2,Efectivo,Pagada
623,39,9,1,2026-09-17 23:37:52,24184.0,3869.44,28053.44,Transferencia,Pagada
