id_movimiento,id_producto,id_sucursal,tipo,cantidad,fecha_hora,id_orden_venta,id_orden_compra
1047,106,1,Salida,-9,2026-09-18 10:28:44,402,
1048,102,1,Ajuste,-6,2026-09-18 10:28:44,402,
1049,105,1,Salida,-1,2026-09-17 23:17:44,404,
1050,103,2,Salida,-11,2026-09-18 09:46:44,405,
1051,105,2,Salida,-11,2026-09-18 09:46:44,405,
1052,102,2,Salida,-9,2026-09-18 09:46:44,405,
1053,101,2,Ajuste,-8,2026-09-18 09:46:44,405,
1054,106,1,Salida,-3,2026-09-18 11:42:44,406,
1055,101,1,Salida,-15,2026-09-18 11:42:44,406,
1056,102,1,Salida,-15,2026-09-18 11:42:44,406,
1057,101,1,Salida,-11,2026-09-18 11:42:44,406,
1058,104,1,Salida,-7,2026-09-18 11:42:44,406,
1059,101,1,Ajuste,-7,2026-09-17 18:06:44,407,
1060,105,1,Salida,-5,2026-09-17 18:06:44,407,
1061,102,1,Salida,-5,2026-09-17 18:06:44,407,
1062,106,1,Salida,-5,2026-09-17 18:06:44,407,
1063,105,2,Salida,-8,2026-09-18 16:21:44,408,
1064,106,1,Salida,-8,2026-09-18 09:05:44,409,
1065,101,1,Salida,-7,2026-09-18 09:05:44,409,
1066,103,1,Salida,-1,2026-09-18 14:54:44,410,
1067,101,1,Salida,-2,2026-09-18 14:54:44,410,
1068,104,1,Salida,-4,2026-09-18 02:51:44,411,
1069,101,1,Salida,-10,2026-09-18 02:51:44,411,
1070,104,1,Salida,-13,2026-09-18 02:51:44,411,
1071,105,2,Salida,-4,2026-09-17 21:10:44,412,
1072,105,2,Salida,-11,2026-09-17 21:10:44,412,
1073,104,2,Salida,-3,2026-09-17 21:10:44,412,
1074,105,2,Salida,-1,2026-09-17 21:10:44,412,
1075,101,1,Salida,-15,2026-09-18 02:24:44,413,
1076,103,1,Salida,-7,2026-09-18 02:24:44,413,
1077,102,1,Salida,-4,2026-09-18 02:24:44,413,
1078,105,1,Salida,-12,2026-09-17 21:41:44,414,
1079,101,1,Salida,-10,2026-09-17 21:41:44,414,
1080,101,2,Salida,-7,2026-09-17 21:41:44,415,
1081,105,2,Salida,-3,2026-09-17 21:41:44,415,
1082,101,2,Salida,-6,2026-09-17 21:41:44,415,
1083,103,2,Salida,-13,2026-09-17 21:41:44,415,
1084,103,2,Salida,-14,2026-09-17 21:41:44,415,
1085,102,1,Salida,-2,2026-09-18 12:34:44,416,
1086,101,1,Salida,-4,2026-09-18 12:34:44,416,
1087,105,1,Ajuste,-15,2026-09-18 12:34:44,416,
1088,105,2,Salida,-14,2026-09-17 22:44:44,417,
1089,101,2,Salida,-7,2026-09-17 22:44:44,417,
1090,105,2,Salida,-10,2026-09-17 22:44:44,417,
1091,105,2,Salida,-14,2026-09-17 22:44:44,417,
1092,104,2,Salida,-13,2026-09-18 03:27:44,418,
1093,104,2,Salida,-11,2026-09-18 03:27:44,418,
1094,104,2,Salida,-11,2026-09-18 03:27:44,418,
1095,103,2,Salida,-11,2026-09-18 03:27:44,418,
1096,103,1,Salida,-13,2026-09-17 21:50:44,420,
1097,105,1,Salida,-14,2026-09-17 21:50:44,420,
1098,101,1,Salida,-14,2026-09-18 15:00:44,421,
1099,104,1,Salida,-3,2026-09-18 15:00:44,421,
1100,103,1,Salida,-15,2026-09-18 15:00:44,421,
1101,101,1,Salida,-6,2026-09-18 15:00:44,421,
1102,101,1,Salida,-10,2026-09-18 15:00:44,421,
1103,104,1,Salida,-14,2026-09-18 10:54:44,422,
1104,104,1,Salida,-5,2026-09-18 15:02:44,423,
1105,101,2,Salida,-5,2026-09-18 07:43:44,424,
1106,105,2,Salida,-7,2026-09-18 07:43:44,424,
1107,104,1,Salida,-1,2026-09-17 22:08:44,425,
1108,103,1,Salida,-7,2026-09-17 22:08:44,425,
1109,104,1,Salida,-5,2026-09-17 22:08:44,425,
1110,105,1,Ajuste,-14,2026-09-17 22:08:44,425,
1111,102,1,Salida,-9,2026-09-18 00:55:44,426,
1112,103,1,Ajuste,-6,2026-09-18 00:55:44,426,
1113,106,1,Salida,-11,2026-09-18 00:55:44,426,
1114,105,1,Salida,-9,2026-09-17 18:01:44,427,
1115,106,1,Salida,-11,2026-09-17 18:01:44,427,
1116,105,2,Salida,-9,2026-09-18 05:13:44,429,
