id_factura,id_orden,uuid,fecha_timbrado
58,202,9f35989a-a935-42c1-8cfa-19a662733d3b,2026-09-18 11:35:32
59,204,f302fa3b-df1d-4501-96df-1f82e602652f,2026-09-18 03:30:32
60,205,3ea887f9-497a-46ab-8095-c74d9ac4201b,2026-09-18 14:13:32
61,207,60e12102-580c-4410-af94-2dd0b56d479a,2026-09-18 19:21:32
62,213,1c2c0b55-330c-4915-9d02-9078fad5e024,2026-09-18 11:29:32
63,215,e4d99785-0d74-4e1d-a78e-45e4e6ad9824,2026-09-18 07:51:32
64,216,10545888-44ca-419e-8fc8-6bff5c536aaf,2026-09-18 06:34:32
65,217,dfc87c7f-f9e8-4023-bee0-eed158e8f625,2026-09-18 17:11:32
66,218,06143084-affc-499a-a7ea-f317af95d6bd,2026-09-18 10:45:32
67,219,ea666027-8d6f-4d61-b093-6ccca270c79d,2026-09-18 15:34:32
68,222,93d3d967-fa8b-41cc-a2eb-d7d25f3f3bdb,2026-09-18 16:04:32
69,234,845380bb-7671-475a-b276-b153494a118a,2026-09-18 08:01:32
70,236,5636064a-fa1a-4b41-aab7-a1d8a3d17635,2026-09-18 18:31:32
71,238,bf5ab524-a789-491b-b39d-d1e6ca0c7467,2026-09-18 07:33:32
72,240,42ece4a5-27b7-40f7-9a0d-cc17eeae7808,2026-09-18 10:48:32
73,242,e728238f-dbc0-40c8-a785-fa3a67fef131,2026-09-18 11:43:32
74,243,e60cc410-82c7-4dd2-bb24-db41e8f3644d,2026-09-18 16:04:32
75,248,d4be88d9-e567-43ca-93fd-14a7c4e01318,2026-09-17 21:10:32
76,249,121ab1b3-4351-4a2c-86c3-c4628f538ad5,2026-09-18 03:15:32
77,252,44ee8c9f-fab5-4d9f-94b0-13544d315b5f,2026-09-18 05:29:32
78,253,ed96eb60-41b7-4e96-a458-5ac90cf30430,2026-09-18 11:15:32
79,257,99e8e32a-4f54-45dd-bca1-94abe9bfeb9f,2026-09-18 09:11:32
80,258,80c0e69f-4395-4ac5-8cc7-478904a13066,2026-09-18 08:44:32
81,259,7e7e1d36-ea7f-4f77-856e-b1a100060c4d,2026-09-18 12:19:32
82,260,0c9130bb-e66a-4d9b-b7c9-b2ab1428edc3,2026-09-18 06:11:32
83,262,d9954fe9-0291-4a96-827a-005216ecd090,2026-09-18 08:39:32
84,264,cfefcd5e-5948-42d5-8160-1aea5eb8673a,2026-09-18 06:53:32
