id_factura,id_orden,uuid,fecha_timbrado
1,3,392456de-3eb1-4b90-8668-5257bdd640fb,2026-09-11 00:56:58
2,9,17fc695a-07a0-4a6e-8822-e8f36c031199,2026-09-11 02:01:48
3,10,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,2026-09-11 02:58:37
4,14,72ff5d2a-386e-4be0-ab65-a6a48b8148f6,2026-09-11 00:02:45
5,16,c241330b-01a9-471f-9e8a-774bcf36d58b,2026-09-11 01:59:08
6,17,47229389-571a-4876-ac30-7511b2b9437a,2026-09-10 23:58:07
7,18,562b0f79-c374-49ee-b50b-ea63371ecd7b,2026-09-11 02:58:05
8,20,d8f56413-5be6-428e-98c2-67976142ea7d,2026-09-11 00:57:33
9,21,0b1f9163-ce9f-457f-83b7-a3a69a8dca03,2026-09-11 02:59:42
10,24,142c3fe8-60e7-4113-ac1b-8ca1f91e1d4c,2026-09-10 23:57:49
11,26,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,2026-09-11 00:59:16
12,27,11ce5dd2-b45e-41f0-b139-d32c93cd59bf,2026-09-10 23:59:51
13,28,4a15544d-c5e7-4e8a-ba57-8a8ea9488d99,2026-09-11 02:57:09
14,29,19db3ad0-ddd1-4fb2-bb98-2ef8daf61a26,2026-09-10 23:57:26
15,30,d58842de-a2bc-472f-b412-b29347294739,2026-09-11 00:00:00
16,33,4458a885-ab90-49a4-b5a2-40ae5af30553,2026-09-10 23:59:55
17,34,12476f57-a5e5-45ab-aefc-fad8efc89849,2026-09-11 02:02:45
18,40,fd5166e6-451b-4cf3-a123-fdf77656af72,2026-09-11 00:58:09
19,41,af42e12f-3838-4326-8e94-4239b02b61c4,2026-09-11 03:02:13
20,43,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2026-09-10 23:57:14
21,44,3602f8ac-10f1-4c81-848a-aa9e66b2bc5b,2026-09-11 01:59:27
22,45,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-09-11 03:01:36
23,54,434308bc-89fa-4a68-8fb5-d27bbeb79919,2026-09-11 02:58:52
24,56,5cabcc97-663f-4c97-9562-69f0e5d7b875,2026-09-11 02:00:25
25,59,0c0fd195-c17a-408a-9745-d6d87e570ddf,2026-09-11 02:01:06
26,66,988c24c9-61b1-4d22-a280-1c4510435a10,2026-09-11 00:01:51
