id_detalle,id_orden,id_producto,cantidad,precio_unitario_aplicado,descuento
1,1,105,2,0.0,0.0
2,2,105,10,0.0,0.0
3,2,105,11,0.0,0.0
4,2,104,12,650.0,0.0
5,2,103,6,3000.0,0.0
6,3,105,15,0.0,0.0
7,3,104,15,650.0,0.0
8,4,104,7,650.0,0.0
9,4,102,10,700.0,0.0
10,5,102,6,700.0,0.0
11,5,101,5,150.0,0.0
12,5,102,12,700.0,0.0
13,5,101,10,150.0,0.0
14,5,104,10,650.0,0.0
15,6,103,9,3000.0,0.0
16,6,101,6,150.0,0.0
17,6,104,15,650.0,0.0
18,7,101,3,150.0,0.0
19,8,104,8,650.0,0.0
20,9,105,3,0.0,0.0
21,9,106,13,150.0,0.0
22,9,102,2,700.0,0.0
23,9,101,4,150.0,0.0
24,9,102,1,700.0,0.0
25,10,101,2,150.0,0.0
26,10,101,11,150.0,0.0
27,11,105,11,0.0,0.0
28,11,105,9,0.0,0.0
29,11,103,12,3000.0,0.0
30,11,105,10,0.0,0.0
31,12,105,8,0.0,0.0
32,12,106,12,150.0,0.0
33,12,104,4,650.0,0.0
34,12,104,6,650.0,0.0
35,13,105,14,0.0,0.0
36,13,102,9,700.0,0.0
37,13,106,7,150.0,0.0
38,13,101,13,150.0,0.0
39,14,102,2,700.0,0.0
40,14,103,6,3000.0,0.0
41,14,103,14,3000.0,0.0
42,14,101,11,150.0,0.0
43,15,103,14,3000.0,0.0
44,15,104,6,650.0,0.0
45,15,101,11,150.0,0.0
46,15,106,10,150.0,0.0
47,16,102,6,700.0,0.0
48,16,101,13,150.0,0.0
49,16,102,14,700.0,0.0
50,16,105,6,0.0,0.0
51,16,105,15,0.0,0.0
52,17,103,11,3000.0,0.0
53,17,105,11,0.0,0.0
54,17,103,1,3000.0,0.0
55,17,101,11,150.0,15.0
56,18,105,11,0.0,0.0
57,18,103,3,3000.0,0.0
58,18,106,2,150.0,0.0
59,19,102,10,700.0,0.0
60,20,102,10,700.0,0.0
61,20,105,11,0.0,0.0
62,21,101,1,150.0,0.0
63,21,105,10,0.0,0.0
64,22,106,9,150.0,0.0
65,22,105,12,0.0,0.0
66,22,103,1,3000.0,0.0
67,23,103,5,3000.0,0.0
68,24,105,12,0.0,0.0
69,24,103,5,3000.0,0.0
70,25,101,7,150.0,0.0
71,25,103,7,3000.0,0.0
72,26,106,8,150.0,0.0
73,26,106,14,150.0,0.0
74,27,105,15,0.0,0.0
75,27,106,13,150.0,0.0
76,27,101,15,150.0,0.0
77,27,104,1,650.0,0.0
78,28,105,7,0.0,0.0
79,28,103,6,3000.0,0.0
80,28,102,5,700.0,0.0
81,28,105,12,0.0,0.0
82,28,101,10,150.0,0.0
83,29,102,2,700.0,0.0
84,30,104,7,650.0,0.0
85,30,103,14,3000.0,0.0
86,30,106,1,150.0,0.0
87,30,104,5,650.0,0.0
88,30,106,2,150.0,0.0
89,31,104,6,650.0,0.0
90,31,103,3,3000.0,0.0
91,31,104,5,650.0,0.0
92,32,104,4,650.0,0.0
93,32,106,10,150.0,0.0
94,33,101,9,150.0,0.0
95,33,101,7,150.0,0.0
96,33,104,8,650.0,0.0
97,33,106,15,150.0,0.0
98,34,103,3,3000.0,0.0
99,34,101,14,150.0,0.0
100,34,104,1,650.0,65.0
101,34,103,11,3000.0,300.0
102,35,106,14,150.0,0.0
103,35,102,11,700.0,0.0
104,36,106,7,150.0,0.0
105,36,105,12,0.0,0.0
106,36,103,13,3000.0,0.0
107,37,102,3,700.0,0.0
108,37,104,8,650.0,0.0
109,37,101,12,150.0,0.0
110,37,103,13,3000.0,0.0
111,37,106,14,150.0,15.0
112,38,102,3,700.0,0.0
113,39,106,4,150.0,0.0
114,39,104,1,650.0,65.0
115,39,102,13,700.0,0.0
116,40,106,15,150.0,0.0
117,40,104,6,650.0,0.0
118,40,105,15,0.0,0.0
119,41,102,5,700.0,0.0
120,42,104,-1,650.0,0.0
121,42,104,3,650.0,0.0
122,43,103,11,3000.0,300.0
123,43,102,5,700.0,0.0
124,43,103,3,3000.0,0.0
125,43,105,12,0.0,0.0
126,44,101,10,150.0,0.0
127,44,105,5,0.0,0.0
128,45,102,5,700.0,0.0
129,45,102,4,700.0,0.0
130,45,103,8,3000.0,0.0
131,45,104,3,650.0,0.0
132,46,106,3,150.0,0.0
133,46,106,3,150.0,0.0
134,46,106,7,150.0,0.0
135,47,106,5,150.0,0.0
136,47,103,4,3000.0,0.0
137,47,105,9,0.0,0.0
138,48,102,12,700.0,0.0
139,48,101,-1,150.0,0.0
140,49,101,5,150.0,0.0
141,49,103,11,3000.0,0.0
142,49,101,7,150.0,0.0
143,49,104,13,650.0,0.0
144,50,106,4,150.0,0.0
145,50,101,2,150.0,0.0
146,50,104,12,650.0,0.0
147,50,101,8,150.0,0.0
148,50,104,3,650.0,65.0
149,51,101,6,150.0,0.0
150,51,102,3,700.0,0.0
151,51,102,2,700.0,0.0
152,52,103,15,3000.0,0.0
153,52,103,8,3000.0,0.0
154,52,105,11,0.0,0.0
155,52,101,13,150.0,0.0
156,53,106,3,150.0,0.0
157,53,103,12,3000.0,0.0
158,54,102,12,700.0,0.0
159,54,103,1,3000.0,0.0
160,54,106,11,150.0,0.0
161,54,102,15,700.0,0.0
162,54,104,13,650.0,0.0
163,55,106,8,150.0,0.0
164,55,101,7,150.0,0.0
165,55,102,8,700.0,0.0
166,55,106,14,150.0,0.0
167,56,104,9,650.0,0.0
168,57,105,2,0.0,0.0
169,57,105,15,0.0,0.0
170,57,106,11,150.0,0.0
171,57,103,3,3000.0,0.0
172,57,105,5,0.0,0.0
173,58,103,3,3000.0,0.0
174,58,103,14,3000.0,0.0
175,58,106,15,150.0,0.0
176,59,105,9,0.0,0.0
177,59,101,9,150.0,0.0
178,59,102,4,700.0,0.0
179,60,103,5,3000.0,0.0
180,60,104,14,650.0,0.0
181,60,106,2,150.0,0.0
182,61,101,8,150.0,0.0
183,62,104,14,650.0,0.0
184,62,104,8,650.0,0.0
185,62,104,11,650.0,0.0
186,63,102,5,700.0,0.0
187,63,101,15,150.0,0.0
188,63,103,1,3000.0,0.0
189,63,103,6,3000.0,0.0
190,63,105,2,0.0,0.0
191,64,101,11,150.0,15.0
192,64,103,6,3000.0,0.0
193,64,102,1,700.0,0.0
194,64,105,14,0.0,0.0
195,64,106,12,150.0,0.0
196,65,102,1,700.0,0.0
197,65,106,9,150.0,0.0
198,65,103,10,3000.0,0.0
199,66,105,12,0.0,0.0
200,66,102,6,700.0,0.0
201,67,103,2,3000.0,0.0
202,67,104,10,650.0,0.0
203,68,106,3,150.0,0.0
204,68,102,14,700.0,0.0
205,68,102,4,700.0,0.0
206,69,106,4,150.0,0.0
207,69,103,4,3000.0,0.0
208,69,104,1,650.0,0.0
209,69,106,9,150.0,0.0
210,69,102,6,700.0,0.0
211,70,103,10,3000.0,0.0
212,70,103,10,3000.0,0.0
213,70,105,9,0.0,0.0
214,70,106,1,150.0,15.0
215,70,103,15,3000.0,0.0
216,71,104,10,650.0,0.0
217,72,102,15,700.0,0.0
218,72,104,4,650.0,0.0
219,72,106,8,150.0,0.0
220,72,103,12,3000.0,0.0
221,73,102,13,700.0,0.0
222,73,106,3,150.0,0.0
223,73,105,2,0.0,0.0
224,74,101,14,150.0,0.0
225,74,106,-1,150.0,0.0
226,74,106,14,150.0,0.0
227,74,105,14,0.0,0.0
228,74,104,14,650.0,0.0
229,75,105,13,0.0,0.0
230,75,103,2,3000.0,0.0
231,75,105,6,0.0,0.0
232,75,106,1,150.0,0.0
233,75,104,6,650.0,0.0
234,76,104,9,650.0,0.0
235,77,103,12,3000.0,300.0
236,77,103,6,3000.0,0.0
237,77,105,11,0.0,0.0
238,77,106,2,150.0,0.0
239,78,101,8,150.0,0.0
240,78,101,13,150.0,0.0
241,78,103,7,3000.0,0.0
242,79,101,14,150.0,15.0
243,79,103,4,3000.0,300.0
244,80,103,2,3000.0,0.0
245,81,103,4,3000.0,0.0
246,81,102,15,700.0,0.0
247,81,105,10,0.0,0.0
248,81,101,12,150.0,0.0
249,82,105,12,0.0,0.0
250,82,103,3,3000.0,0.0
251,83,105,10,0.0,0.0
252,83,102,12,700.0,0.0
253,83,103,13,3000.0,0.0
254,84,102,1,700.0,70.0
255,84,103,5,3000.0,0.0
256,84,103,8,3000.0,0.0
257,85,106,8,150.0,0.0
258,85,103,7,3000.0,0.0
